karte,tag_a,tag_b,basislaenge_klasse,d_ref_m,d_karte_m,fehler_mm,rel_fehler_ppm
Kartierung Versuch 3,56,113,3-4 m,3.088689,3.101947,13.2576,4292.32
Kartierung Versuch 3,56,114,1-2 m,1.529706,1.536324,6.6179,4326.22
Kartierung Versuch 3,56,115,1-2 m,1.749286,1.759854,10.5680,6041.32
Kartierung Versuch 3,56,116,2-3 m,2.969848,2.980419,10.5707,3559.34
Kartierung Versuch 3,56,117,2-3 m,2.610077,2.618465,8.3879,3213.67
Kartierung Versuch 3,56,118,2-3 m,2.265502,2.274500,8.9983,3971.87
Kartierung Versuch 3,56,119,2-3 m,2.121320,2.131288,9.9675,4698.72
Kartierung Versuch 3,56,120,3-4 m,3.420526,3.435245,14.7182,4302.92
Kartierung Versuch 3,56,121,3-4 m,3.088689,3.102284,13.5951,4401.58
Kartierung Versuch 3,56,122,2-3 m,2.846050,2.860158,14.1079,4957.01
Kartierung Versuch 3,56,123,2-3 m,2.716616,2.732014,15.3980,5668.08
Kartierung Versuch 3,56,200,3-4 m,3.056636,3.080175,23.5389,7700.93
Kartierung Versuch 3,56,202,3-4 m,3.947534,3.964589,17.0554,4320.53
Kartierung Versuch 3,56,203,2-3 m,2.584381,2.596817,12.4363,4812.11
Kartierung Versuch 3,57,58,2-3 m,2.400000,2.415001,15.0010,6250.43
Kartierung Versuch 3,57,59,0-1 m,0.600000,0.604840,4.8403,8067.18
Kartierung Versuch 3,57,60,2-3 m,2.473863,2.488919,15.0556,6085.85
Kartierung Versuch 3,57,61,0-1 m,0.720000,0.728499,8.4988,11803.84
Kartierung Versuch 3,57,62,1-2 m,1.680000,1.697666,17.6661,10515.52
Kartierung Versuch 3,57,63,0-1 m,0.937230,0.947698,10.4681,11169.18
Kartierung Versuch 3,57,64,1-2 m,1.783928,1.802399,18.4711,10354.16
Kartierung Versuch 3,57,65,2-3 m,2.505674,2.518652,12.9784,5179.59
Kartierung Versuch 3,57,66,2-3 m,2.929573,2.943757,14.1833,4841.41
Kartierung Versuch 3,57,67,3-4 m,3.085190,3.099968,14.7778,4789.91
Kartierung Versuch 3,57,68,3-4 m,3.438372,3.456469,18.0971,5263.29
Kartierung Versuch 3,57,100,2-3 m,2.716616,2.734241,17.6258,6488.15
Kartierung Versuch 3,57,101,2-3 m,2.846050,2.861335,15.2850,5370.59
Kartierung Versuch 3,57,102,3-4 m,3.088689,3.101505,12.8158,4149.25
Kartierung Versuch 3,57,103,3-4 m,3.420526,3.434122,13.5952,3974.61
Kartierung Versuch 3,57,104,2-3 m,2.121320,2.136457,15.1368,7135.56
Kartierung Versuch 3,57,105,2-3 m,2.265502,2.277392,11.8895,5248.07
Kartierung Versuch 3,57,106,2-3 m,2.610077,2.619957,9.8800,3785.34
Kartierung Versuch 3,57,107,2-3 m,2.969848,2.979792,9.9438,3348.24
Kartierung Versuch 3,57,108,1-2 m,1.749286,1.768676,19.3900,11084.50
Kartierung Versuch 3,57,109,1-2 m,1.529706,1.547190,17.4844,11429.88
Kartierung Versuch 3,57,110,3-4 m,3.088689,3.103920,15.2312,4931.27
Kartierung Versuch 3,57,111,3-4 m,3.624914,3.641152,16.2383,4479.65
Kartierung Versuch 3,57,112,1-2 m,1.272792,1.286713,13.9212,10937.49
Kartierung Versuch 3,57,113,0-1 m,0.948683,0.960125,11.4421,12061.05
Kartierung Versuch 3,57,114,2-3 m,2.846050,2.860398,14.3485,5041.56
Kartierung Versuch 3,57,115,3-4 m,3.420526,3.436515,15.9889,4674.39
Kartierung Versuch 3,57,116,0-1 m,0.424264,0.427140,2.8756,6777.93
Kartierung Versuch 3,57,117,0-1 m,0.901388,0.908284,6.8963,7650.73
Kartierung Versuch 3,57,118,1-2 m,1.578765,1.589638,10.8726,6886.78
Kartierung Versuch 3,57,119,2-3 m,2.121320,2.134911,13.5907,6406.74
Kartierung Versuch 3,57,120,0-1 m,0.424264,0.427234,2.9696,6999.30
Kartierung Versuch 3,57,121,0-1 m,0.948683,0.957731,9.0478,9537.17
Kartierung Versuch 3,57,122,1-2 m,1.529706,1.542754,13.0482,8529.84
Kartierung Versuch 3,57,123,2-3 m,2.121320,2.136092,14.7720,6963.57
Kartierung Versuch 3,57,200,2-3 m,2.584381,2.602076,17.6948,6846.80
Kartierung Versuch 3,57,202,0-1 m,0.662590,0.669767,7.1771,10831.96
Kartierung Versuch 3,57,203,3-4 m,3.056636,3.073576,16.9393,5541.82
Kartierung Versuch 3,58,59,2-3 m,2.473863,2.489038,15.1745,6133.95
Kartierung Versuch 3,58,60,0-1 m,0.600000,0.603921,3.9206,6534.38
Kartierung Versuch 3,58,61,2-3 m,2.505674,2.526808,21.1348,8434.77
Kartierung Versuch 3,58,62,2-3 m,2.929573,2.959116,29.5426,10084.27
Kartierung Versuch 3,58,63,3-4 m,3.085190,3.109549,24.3589,7895.43
Kartierung Versuch 3,58,64,3-4 m,3.438372,3.469500,31.1283,9053.21
Kartierung Versuch 3,58,65,0-1 m,0.720000,0.726934,6.9344,9631.04
Kartierung Versuch 3,58,66,1-2 m,1.680000,1.692800,12.7998,7618.95
Kartierung Versuch 3,58,67,0-1 m,0.937230,0.941619,4.3887,4682.67
Kartierung Versuch 3,58,68,1-2 m,1.783928,1.795314,11.3856,6382.34
Kartierung Versuch 3,58,100,3-4 m,3.420526,3.451480,30.9542,9049.55
Kartierung Versuch 3,58,101,3-4 m,3.088689,3.117597,28.9078,9359.23
Kartierung Versuch 3,58,102,2-3 m,2.846050,2.869581,23.5307,8267.83
Kartierung Versuch 3,58,103,2-3 m,2.716616,2.734844,18.2284,6709.97
Kartierung Versuch 3,58,104,2-3 m,2.969848,2.998720,28.8711,9721.42
Kartierung Versuch 3,58,105,2-3 m,2.610077,2.635113,25.0368,9592.38
Kartierung Versuch 3,58,106,2-3 m,2.265502,2.283391,17.8885,7896.06
Kartierung Versuch 3,58,107,2-3 m,2.121320,2.133616,12.2954,5796.09
Kartierung Versuch 3,58,108,3-4 m,3.624914,3.657254,32.3403,8921.66
Kartierung Versuch 3,58,109,3-4 m,3.088689,3.118246,29.5575,9569.58
Kartierung Versuch 3,58,110,1-2 m,1.529706,1.540738,11.0324,7212.09
Kartierung Versuch 3,58,111,1-2 m,1.749286,1.756413,7.1271,4074.31
Kartierung Versuch 3,58,112,3-4 m,3.420526,3.448423,27.8963,8155.55
Kartierung Versuch 3,58,113,2-3 m,2.846050,2.870472,24.4223,8581.13
Kartierung Versuch 3,58,114,0-1 m,0.948683,0.955841,7.1579,7545.05
Kartierung Versuch 3,58,115,1-2 m,1.272792,1.277548,4.7562,3736.84
Kartierung Versuch 3,58,116,2-3 m,2.121320,2.135928,14.6074,6886.00
Kartierung Versuch 3,58,117,1-2 m,1.578765,1.587634,8.8691,5617.74
Kartierung Versuch 3,58,118,0-1 m,0.901388,0.906047,4.6591,5168.82
Kartierung Versuch 3,58,119,0-1 m,0.424264,0.427222,2.9580,6972.17
Kartierung Versuch 3,58,120,2-3 m,2.121320,2.134600,13.2794,6259.97
Kartierung Versuch 3,58,121,1-2 m,1.529706,1.536900,7.1938,4702.71
Kartierung Versuch 3,58,122,0-1 m,0.948683,0.952085,3.4018,3585.86
Kartierung Versuch 3,58,123,0-1 m,0.424264,0.426545,2.2806,5375.33
Kartierung Versuch 3,58,200,3-4 m,3.947534,3.981846,34.3124,8692.10
Kartierung Versuch 3,58,202,3-4 m,3.056636,3.079187,22.5505,7377.56
Kartierung Versuch 3,58,203,0-1 m,0.662590,0.664050,1.4601,2203.68
Kartierung Versuch 3,59,60,2-3 m,2.400000,2.413969,13.9692,5820.50
Kartierung Versuch 3,59,61,1-2 m,1.320000,1.333335,13.3345,10101.90
Kartierung Versuch 3,59,62,2-3 m,2.280000,2.302502,22.5025,9869.51
Kartierung Versuch 3,59,63,1-2 m,1.449966,1.464091,14.1254,9741.89
Kartierung Versuch 3,59,64,2-3 m,2.357626,2.380317,22.6913,9624.62
Kartierung Versuch 3,59,65,2-3 m,2.739051,2.754276,15.2256,5558.70
Kartierung Versuch 3,59,66,3-4 m,3.310347,3.328141,17.7933,5375.07
Kartierung Versuch 3,59,67,3-4 m,3.277560,3.294166,16.6063,5066.65
Kartierung Versuch 3,59,68,3-4 m,3.768076,3.789064,20.9876,5569.85
Kartierung Versuch 3,59,100,3-4 m,3.313608,3.336258,22.6494,6835.27
Kartierung Versuch 3,59,101,3-4 m,3.420526,3.441155,20.6287,6030.86
Kartierung Versuch 3,59,102,3-4 m,3.624914,3.642963,18.0488,4979.11
Kartierung Versuch 3,59,103,3-4 m,3.911521,3.929756,18.2349,4661.85
Kartierung Versuch 3,59,104,2-3 m,2.716616,2.736847,20.2319,7447.46
Kartierung Versuch 3,59,105,2-3 m,2.830636,2.847857,17.2209,6083.76
Kartierung Versuch 3,59,106,3-4 m,3.113278,3.127961,14.6825,4716.09
Kartierung Versuch 3,59,107,3-4 m,3.420526,3.434516,13.9902,4090.07
Kartierung Versuch 3,59,108,2-3 m,2.284732,2.307970,23.2376,10170.83
Kartierung Versuch 3,59,109,2-3 m,2.121320,2.143275,21.9547,10349.56
Kartierung Versuch 3,59,110,3-4 m,3.420526,3.438927,18.4005,5379.43
Kartierung Versuch 3,59,111,3-4 m,3.911521,3.930082,18.5602,4745.00
Kartierung Versuch 3,59,112,1-2 m,1.749286,1.766582,17.2960,9887.48
Kartierung Versuch 3,59,113,1-2 m,1.529706,1.545401,15.6948,10260.02
Kartierung Versuch 3,59,114,3-4 m,3.088689,3.105403,16.7135,5411.20
Kartierung Versuch 3,59,115,3-4 m,3.624914,3.642657,17.7437,4894.92
Kartierung Versuch 3,59,116,0-1 m,0.948683,0.956494,7.8103,8232.74
Kartierung Versuch 3,59,117,1-2 m,1.237942,1.247284,9.3426,7546.88
Kartierung Versuch 3,59,118,1-2 m,1.792345,1.804481,12.1359,6770.97
Kartierung Versuch 3,59,119,2-3 m,2.284732,2.299403,14.6709,6421.27
Kartierung Versuch 3,59,120,0-1 m,0.424264,0.427021,2.7569,6498.13
Kartierung Versuch 3,59,121,0-1 m,0.948683,0.956503,7.8200,8243.05
Kartierung Versuch 3,59,122,1-2 m,1.529706,1.541757,12.0507,7877.79
Kartierung Versuch 3,59,123,2-3 m,2.121320,2.135435,14.1148,6653.76
Kartierung Versuch 3,59,200,3-4 m,3.168442,3.190278,21.8359,6891.70
Kartierung Versuch 3,59,202,0-1 m,0.824030,0.835064,11.0340,13390.28
Kartierung Versuch 3,59,203,3-4 m,3.095646,3.113371,17.7249,5725.76
Kartierung Versuch 3,60,61,2-3 m,2.739051,2.761727,22.6763,8278.89
Kartierung Versuch 3,60,62,3-4 m,3.310347,3.342055,31.7074,9578.26
Kartierung Versuch 3,60,63,3-4 m,3.277560,3.302846,25.2859,7714.84
Kartierung Versuch 3,60,64,3-4 m,3.768076,3.800917,32.8407,8715.52
Kartierung Versuch 3,60,65,1-2 m,1.320000,1.330850,10.8498,8219.52
Kartierung Versuch 3,60,66,2-3 m,2.280000,2.296716,16.7156,7331.39
Kartierung Versuch 3,60,67,1-2 m,1.449966,1.459422,9.4568,6522.05
Kartierung Versuch 3,60,68,2-3 m,2.357626,2.373340,15.7145,6665.40
Kartierung Versuch 3,60,100,3-4 m,3.911521,3.944554,33.0329,8445.03
Kartierung Versuch 3,60,101,3-4 m,3.624914,3.656120,31.2060,8608.77
Kartierung Versuch 3,60,102,3-4 m,3.420526,3.446894,26.3678,7708.69
Kartierung Versuch 3,60,103,3-4 m,3.313608,3.335440,21.8318,6588.54
Kartierung Versuch 3,60,104,3-4 m,3.420526,3.451314,30.7876,9000.82
Kartierung Versuch 3,60,105,3-4 m,3.113278,3.140399,27.1209,8711.37
Kartierung Versuch 3,60,106,2-3 m,2.830636,2.851281,20.6452,7293.49
Kartierung Versuch 3,60,107,2-3 m,2.716616,2.732430,15.8142,5821.29
Kartierung Versuch 3,60,108,3-4 m,3.911521,3.945377,33.8558,8655.41
Kartierung Versuch 3,60,109,3-4 m,3.420526,3.452031,31.5050,9210.56
Kartierung Versuch 3,60,110,2-3 m,2.121320,2.136642,15.3220,7222.86
Kartierung Versuch 3,60,111,2-3 m,2.284732,2.296358,11.6257,5088.41
Kartierung Versuch 3,60,112,3-4 m,3.624914,3.653752,28.8379,7955.47
Kartierung Versuch 3,60,113,3-4 m,3.088689,3.114544,25.8545,8370.70
Kartierung Versuch 3,60,114,1-2 m,1.529706,1.541383,11.6771,7633.58
Kartierung Versuch 3,60,115,1-2 m,1.749286,1.758771,9.4856,5422.54
Kartierung Versuch 3,60,116,2-3 m,2.284732,2.300291,15.5588,6809.90
Kartierung Versuch 3,60,117,1-2 m,1.792345,1.802551,10.2058,5694.09
Kartierung Versuch 3,60,118,1-2 m,1.237942,1.244767,6.8252,5513.32
Kartierung Versuch 3,60,119,0-1 m,0.948683,0.955190,6.5067,6858.68
Kartierung Versuch 3,60,120,2-3 m,2.121320,2.134050,12.7296,6000.80
Kartierung Versuch 3,60,121,1-2 m,1.529706,1.535838,6.1324,4008.87
Kartierung Versuch 3,60,122,0-1 m,0.948683,0.950645,1.9615,2067.59
Kartierung Versuch 3,60,123,0-1 m,0.424264,0.425100,0.8360,1970.46
Kartierung Versuch 3,60,200,4-5 m,4.352359,4.387804,35.4450,8143.85
Kartierung Versuch 3,60,202,3-4 m,3.095646,3.118590,22.9436,7411.58
Kartierung Versuch 3,60,203,0-1 m,0.824030,0.830872,6.8420,8303.16
Kartierung Versuch 3,61,62,0-1 m,0.960000,0.969168,9.1680,9550.05
Kartierung Versuch 3,61,63,0-1 m,0.600000,0.603960,3.9605,6600.79
Kartierung Versuch 3,61,64,1-2 m,1.132078,1.141868,9.7905,8648.24
Kartierung Versuch 3,61,65,2-3 m,2.400000,2.415988,15.9878,6661.60
Kartierung Versuch 3,61,66,2-3 m,2.584879,2.598429,13.5502,5242.08
Kartierung Versuch 3,61,67,3-4 m,3.000000,3.018054,18.0544,6018.14
Kartierung Versuch 3,61,68,3-4 m,3.149857,3.168460,18.6026,5905.86
Kartierung Versuch 3,61,100,2-3 m,2.002598,2.011963,9.3650,4676.44
Kartierung Versuch 3,61,101,2-3 m,2.174948,2.182669,7.7203,3549.66
Kartierung Versuch 3,61,102,2-3 m,2.484029,2.490730,6.7007,2697.51
Kartierung Versuch 3,61,103,2-3 m,2.886243,2.895636,9.3930,3254.40
Kartierung Versuch 3,61,104,1-2 m,1.412232,1.419153,6.9205,4900.42
Kartierung Versuch 3,61,105,1-2 m,1.620771,1.625680,4.9084,3028.42
Kartierung Versuch 3,61,106,2-3 m,2.075307,2.080983,5.6763,2735.15
Kartierung Versuch 3,61,107,2-3 m,2.512847,2.520637,7.7896,3099.92
Kartierung Versuch 3,61,108,1-2 m,1.190966,1.201913,10.9468,9191.56
Kartierung Versuch 3,61,109,0-1 m,0.835703,0.844522,8.8188,10552.60
Kartierung Versuch 3,61,110,2-3 m,2.810409,2.826030,15.6204,5558.04
Kartierung Versuch 3,61,111,3-4 m,3.390929,3.408807,17.8777,5272.22
Kartierung Versuch 3,61,112,0-1 m,0.917824,0.924810,6.9863,7611.86
Kartierung Versuch 3,61,113,0-1 m,0.349857,0.353009,3.1515,9008.10
Kartierung Versuch 3,61,114,2-3 m,2.705993,2.722783,16.7895,6204.57
Kartierung Versuch 3,61,115,3-4 m,3.304905,3.323962,19.0567,5766.19
Kartierung Versuch 3,61,116,0-1 m,0.516140,0.523375,7.2351,14017.68
Kartierung Versuch 3,61,117,0-1 m,0.948103,0.960599,12.4955,13179.46
Kartierung Versuch 3,61,118,1-2 m,1.605895,1.622334,16.4382,10236.14
Kartierung Versuch 3,61,119,2-3 m,2.141588,2.160289,18.7010,8732.31
Kartierung Versuch 3,61,120,1-2 m,1.063203,1.075355,12.1523,11429.89
Kartierung Versuch 3,61,121,1-2 m,1.360294,1.377813,17.5185,12878.43
Kartierung Versuch 3,61,122,1-2 m,1.813946,1.834861,20.9147,11529.93
Kartierung Versuch 3,61,123,2-3 m,2.334609,2.356651,22.0414,9441.15
Kartierung Versuch 3,61,200,1-2 m,1.896688,1.906147,9.4595,4987.35
Kartierung Versuch 3,61,202,1-2 m,1.049488,1.056051,6.5632,6253.68
Kartierung Versuch 3,61,203,3-4 m,3.163135,3.185151,22.0161,6960.22
Kartierung Versuch 3,62,63,1-2 m,1.132078,1.141368,9.2906,8206.70
Kartierung Versuch 3,62,64,0-1 m,0.600000,0.603418,3.4185,5697.44
Kartierung Versuch 3,62,65,2-3 m,2.584879,2.607597,22.7177,8788.70
Kartierung Versuch 3,62,66,2-3 m,2.400000,2.417070,17.0699,7112.44
Kartierung Versuch 3,62,67,3-4 m,3.149857,3.174317,24.4602,7765.50
Kartierung Versuch 3,62,68,3-4 m,3.000000,3.022430,22.4299,7476.64
Kartierung Versuch 3,62,100,1-2 m,1.063203,1.063779,0.5759,541.64
Kartierung Versuch 3,62,101,1-2 m,1.360294,1.360875,0.5813,427.35
Kartierung Versuch 3,62,102,1-2 m,1.813946,1.816476,2.5301,1394.81
Kartierung Versuch 3,62,103,2-3 m,2.334609,2.342610,8.0009,3427.09
Kartierung Versuch 3,62,104,0-1 m,0.516140,0.514964,-1.1756,-2277.73
Kartierung Versuch 3,62,105,0-1 m,0.948103,0.949227,1.1240,1185.57
Kartierung Versuch 3,62,106,1-2 m,1.605895,1.612273,6.3778,3971.52
Kartierung Versuch 3,62,107,2-3 m,2.141588,2.152055,10.4665,4887.26
Kartierung Versuch 3,62,108,0-1 m,0.917824,0.923789,5.9657,6499.87
Kartierung Versuch 3,62,109,0-1 m,0.349857,0.351932,2.0747,5930.05
Kartierung Versuch 3,62,110,2-3 m,2.705993,2.725730,19.7367,7293.70
Kartierung Versuch 3,62,111,3-4 m,3.304905,3.327768,22.8625,6917.76
Kartierung Versuch 3,62,112,1-2 m,1.190966,1.199636,8.6698,7279.65
Kartierung Versuch 3,62,113,0-1 m,0.835703,0.842875,7.1716,8581.55
Kartierung Versuch 3,62,114,2-3 m,2.810409,2.833166,22.7564,8097.19
Kartierung Versuch 3,62,115,3-4 m,3.390929,3.416092,25.1633,7420.77
Kartierung Versuch 3,62,116,1-2 m,1.412232,1.428228,15.9958,11326.62
Kartierung Versuch 3,62,117,1-2 m,1.620771,1.641652,20.8808,12883.26
Kartierung Versuch 3,62,118,2-3 m,2.075307,2.100314,25.0067,12049.66
Kartierung Versuch 3,62,119,2-3 m,2.512847,2.539586,26.7388,10640.86
Kartierung Versuch 3,62,120,2-3 m,2.002598,2.023909,21.3102,10641.28
Kartierung Versuch 3,62,121,2-3 m,2.174948,2.201281,26.3324,12107.13
Kartierung Versuch 3,62,122,2-3 m,2.484029,2.513784,29.7549,11978.48
Kartierung Versuch 3,62,123,2-3 m,2.886243,2.917141,30.8981,10705.29
Kartierung Versuch 3,62,200,1-2 m,1.049488,1.052254,2.7655,2635.13
Kartierung Versuch 3,62,202,1-2 m,1.896688,1.910464,13.7761,7263.22
Kartierung Versuch 3,62,203,3-4 m,3.535735,3.564880,29.1441,8242.73
Kartierung Versuch 3,63,64,0-1 m,0.960000,0.968719,8.7190,9082.27
Kartierung Versuch 3,63,65,3-4 m,3.000000,3.019945,19.9448,6648.26
Kartierung Versuch 3,63,66,3-4 m,3.149857,3.167785,17.9275,5691.53
Kartierung Versuch 3,63,67,3-4 m,3.600000,3.622011,22.0114,6114.29
Kartierung Versuch 3,63,68,3-4 m,3.725802,3.748785,22.9826,6168.49
Kartierung Versuch 3,63,100,2-3 m,2.174948,2.185154,10.2061,4692.57
Kartierung Versuch 3,63,101,2-3 m,2.484029,2.493454,9.4251,3794.28
Kartierung Versuch 3,63,102,2-3 m,2.886243,2.895946,9.7027,3361.71
Kartierung Versuch 3,63,103,3-4 m,3.348194,3.361543,13.3492,3986.98
Kartierung Versuch 3,63,104,1-2 m,1.647544,1.655528,7.9844,4846.23
Kartierung Versuch 3,63,105,2-3 m,2.001724,2.009348,7.6233,3808.35
Kartierung Versuch 3,63,106,2-3 m,2.554780,2.564629,9.8488,3855.06
Kartierung Versuch 3,63,107,3-4 m,3.032227,3.044634,12.4068,4091.66
Kartierung Versuch 3,63,108,0-1 m,0.835703,0.844807,9.1037,10893.47
Kartierung Versuch 3,63,109,0-1 m,0.835703,0.843793,8.0895,9679.90
Kartierung Versuch 3,63,110,3-4 m,3.390929,3.410862,19.9325,5878.18
Kartierung Versuch 3,63,111,3-4 m,3.977235,3.999484,22.2491,5594.11
Kartierung Versuch 3,63,112,0-1 m,0.349857,0.353372,3.5154,10048.01
Kartierung Versuch 3,63,113,0-1 m,0.349857,0.352171,2.3142,6614.74
Kartierung Versuch 3,63,114,3-4 m,3.304905,3.325764,20.8587,6311.44
Kartierung Versuch 3,63,115,3-4 m,3.904152,3.927269,23.1177,5921.31
Kartierung Versuch 3,63,116,0-1 m,0.993177,1.002874,9.6976,9764.27
Kartierung Versuch 3,63,117,1-2 m,1.509603,1.525073,15.4702,10247.87
Kartierung Versuch 3,63,118,2-3 m,2.190639,2.210376,19.7364,9009.43
Kartierung Versuch 3,63,119,2-3 m,2.732471,2.754669,22.1973,8123.53
Kartierung Versuch 3,63,120,1-2 m,1.360294,1.373802,13.5078,9930.09
Kartierung Versuch 3,63,121,1-2 m,1.813946,1.833535,19.5892,10799.22
Kartierung Versuch 3,63,122,2-3 m,2.334609,2.357977,23.3680,10009.40
Kartierung Versuch 3,63,123,2-3 m,2.886243,2.911053,24.8096,8595.82
Kartierung Versuch 3,63,200,1-2 m,1.780850,1.788070,7.2210,4054.80
Kartierung Versuch 3,63,202,0-1 m,0.821842,0.825756,3.9131,4761.43
Kartierung Versuch 3,63,203,3-4 m,3.745854,3.771346,25.4912,6805.19
Kartierung Versuch 3,64,65,3-4 m,3.149857,3.174872,25.0146,7941.50
Kartierung Versuch 3,64,66,3-4 m,3.000000,3.020480,20.4798,6826.60
Kartierung Versuch 3,64,67,3-4 m,3.725802,3.752750,26.9478,7232.75
Kartierung Versuch 3,64,68,3-4 m,3.600000,3.625840,25.8405,7177.91
Kartierung Versuch 3,64,100,1-2 m,1.360294,1.363743,3.4493,2535.68
Kartierung Versuch 3,64,101,1-2 m,1.813946,1.818204,4.2585,2347.63
Kartierung Versuch 3,64,102,2-3 m,2.334609,2.341433,6.8243,2923.09
Kartierung Versuch 3,64,103,2-3 m,2.886243,2.898686,12.4425,4310.96
Kartierung Versuch 3,64,104,0-1 m,0.993177,0.996340,3.1635,3185.19
Kartierung Versuch 3,64,105,1-2 m,1.509603,1.515190,5.5874,3701.26
Kartierung Versuch 3,64,106,2-3 m,2.190639,2.201274,10.6352,4854.86
Kartierung Versuch 3,64,107,2-3 m,2.732471,2.747049,14.5774,5334.87
Kartierung Versuch 3,64,108,0-1 m,0.349857,0.352122,2.2652,6474.76
Kartierung Versuch 3,64,109,0-1 m,0.349857,0.351381,1.5238,4355.51
Kartierung Versuch 3,64,110,3-4 m,3.304905,3.327866,22.9609,6947.51
Kartierung Versuch 3,64,111,3-4 m,3.904152,3.930248,26.0963,6684.24
Kartierung Versuch 3,64,112,0-1 m,0.835703,0.842425,6.7216,8043.07
Kartierung Versuch 3,64,113,0-1 m,0.835703,0.842702,6.9989,8374.89
Kartierung Versuch 3,64,114,3-4 m,3.390929,3.416285,25.3559,7477.58
Kartierung Versuch 3,64,115,3-4 m,3.977235,4.005093,27.8573,7004.18
Kartierung Versuch 3,64,116,1-2 m,1.647544,1.664562,17.0187,10329.75
Kartierung Versuch 3,64,117,2-3 m,2.001724,2.024008,22.2842,11132.50
Kartierung Versuch 3,64,118,2-3 m,2.554780,2.581247,26.4675,10359.99
Kartierung Versuch 3,64,119,3-4 m,3.032227,3.060714,28.4873,9394.84
Kartierung Versuch 3,64,120,2-3 m,2.174948,2.196748,21.7999,10023.20
Kartierung Versuch 3,64,121,2-3 m,2.484029,2.511377,27.3479,11009.47
Kartierung Versuch 3,64,122,2-3 m,2.886243,2.917137,30.8938,10703.82
Kartierung Versuch 3,64,123,3-4 m,3.348194,3.380344,32.1501,9602.21
Kartierung Versuch 3,64,200,0-1 m,0.821842,0.820467,-1.3753,-1673.47
Kartierung Versuch 3,64,202,1-2 m,1.780850,1.793401,12.5513,7047.90
Kartierung Versuch 3,64,203,4-5 m,4.065394,4.096578,31.1843,7670.68
Kartierung Versuch 3,65,66,0-1 m,0.960000,0.965866,5.8660,6110.46
Kartierung Versuch 3,65,67,0-1 m,0.600000,0.602067,2.0667,3444.45
Kartierung Versuch 3,65,68,1-2 m,1.132078,1.138030,5.9520,5257.63
Kartierung Versuch 3,65,100,2-3 m,2.886243,2.910878,24.6352,8535.37
Kartierung Versuch 3,65,101,2-3 m,2.484029,2.506712,22.6829,9131.49
Kartierung Versuch 3,65,102,2-3 m,2.174948,2.192051,17.1030,7863.62
Kartierung Versuch 3,65,103,2-3 m,2.002598,2.013923,11.3242,5654.75
Kartierung Versuch 3,65,104,2-3 m,2.512847,2.535460,22.6131,8999.00
Kartierung Versuch 3,65,105,2-3 m,2.075307,2.094217,18.9095,9111.64
Kartierung Versuch 3,65,106,1-2 m,1.620771,1.632296,11.5250,7110.78
Kartierung Versuch 3,65,107,1-2 m,1.412232,1.417696,5.4638,3868.91
Kartierung Versuch 3,65,108,3-4 m,3.390929,3.417467,26.5378,7826.11
Kartierung Versuch 3,65,109,2-3 m,2.810409,2.833529,23.1197,8226.46
Kartierung Versuch 3,65,110,0-1 m,0.835703,0.840257,4.5535,5448.71
Kartierung Versuch 3,65,111,1-2 m,1.190966,1.194067,3.1011,2603.89
Kartierung Versuch 3,65,112,3-4 m,3.304905,3.328146,23.2407,7032.18
Kartierung Versuch 3,65,113,2-3 m,2.705993,2.725160,19.1662,7082.88
Kartierung Versuch 3,65,114,0-1 m,0.349857,0.351353,1.4959,4275.78
Kartierung Versuch 3,65,115,0-1 m,0.917824,0.920964,3.1405,3421.66
Kartierung Versuch 3,65,116,2-3 m,2.141588,2.152831,11.2424,5249.57
Kartierung Versuch 3,65,117,1-2 m,1.605895,1.611916,6.0209,3749.22
Kartierung Versuch 3,65,118,0-1 m,0.948103,0.951035,2.9318,3092.32
Kartierung Versuch 3,65,119,0-1 m,0.516140,0.518618,2.4782,4801.47
Kartierung Versuch 3,65,120,2-3 m,2.334609,2.347233,12.6243,5407.45
Kartierung Versuch 3,65,121,1-2 m,1.813946,1.822391,8.4448,4655.46
Kartierung Versuch 3,65,122,1-2 m,1.360294,1.367416,7.1220,5235.61
Kartierung Versuch 3,65,123,1-2 m,1.063203,1.071636,8.4334,7932.03
Kartierung Versuch 3,65,200,3-4 m,3.535735,3.564763,29.0272,8209.67
Kartierung Versuch 3,65,202,3-4 m,3.163135,3.182722,19.5865,6192.11
Kartierung Versuch 3,65,203,1-2 m,1.049488,1.055269,5.7811,5508.47
Kartierung Versuch 3,66,67,1-2 m,1.132078,1.139806,7.7284,6826.75
Kartierung Versuch 3,66,68,0-1 m,0.600000,0.605361,5.3607,8934.48
Kartierung Versuch 3,66,100,2-3 m,2.334609,2.354759,20.1495,8630.78
Kartierung Versuch 3,66,101,1-2 m,1.813946,1.832566,18.6198,10264.82
Kartierung Versuch 3,66,102,1-2 m,1.360294,1.373456,13.1620,9675.88
Kartierung Versuch 3,66,103,1-2 m,1.063203,1.069170,5.9673,5612.56
Kartierung Versuch 3,66,104,2-3 m,2.141588,2.159588,18.0000,8404.96
Kartierung Versuch 3,66,105,1-2 m,1.605895,1.620744,14.8487,9246.40
Kartierung Versuch 3,66,106,0-1 m,0.948103,0.956377,8.2739,8726.77
Kartierung Versuch 3,66,107,0-1 m,0.516140,0.517414,1.2747,2469.72
Kartierung Versuch 3,66,108,3-4 m,3.304905,3.327246,22.3404,6759.78
