karte,tag_a,tag_b,basislaenge_klasse,d_ref_m,d_karte_m,fehler_mm,rel_fehler_ppm
Kartierung Versuch 3,66,109,2-3 m,2.705993,2.724138,18.1445,6705.28
Kartierung Versuch 3,66,110,0-1 m,0.349857,0.352221,2.3640,6757.06
Kartierung Versuch 3,66,111,0-1 m,0.917824,0.923807,5.9837,6519.48
Kartierung Versuch 3,66,112,3-4 m,3.390929,3.411612,20.6833,6099.60
Kartierung Versuch 3,66,113,2-3 m,2.810409,2.826609,16.1993,5764.04
Kartierung Versuch 3,66,114,0-1 m,0.835703,0.841197,5.4934,6573.34
Kartierung Versuch 3,66,115,1-2 m,1.190966,1.199463,8.4973,7134.80
Kartierung Versuch 3,66,116,2-3 m,2.512847,2.524417,11.5703,4604.46
Kartierung Versuch 3,66,117,2-3 m,2.075307,2.083610,8.3029,4000.78
Kartierung Versuch 3,66,118,1-2 m,1.620771,1.628860,8.0882,4990.33
Kartierung Versuch 3,66,119,1-2 m,1.412232,1.421192,8.9601,6344.62
Kartierung Versuch 3,66,120,2-3 m,2.886243,2.901278,15.0347,5209.08
Kartierung Versuch 3,66,121,2-3 m,2.484029,2.497029,12.9999,5233.39
Kartierung Versuch 3,66,122,2-3 m,2.174948,2.188080,13.1322,6037.93
Kartierung Versuch 3,66,123,2-3 m,2.002598,2.017052,14.4532,7217.24
Kartierung Versuch 3,66,200,3-4 m,3.163135,3.189065,25.9301,8197.58
Kartierung Versuch 3,66,202,3-4 m,3.535735,3.554697,18.9612,5362.73
Kartierung Versuch 3,66,203,1-2 m,1.896688,1.907944,11.2563,5934.70
Kartierung Versuch 3,67,68,0-1 m,0.960000,0.965628,5.6281,5862.63
Kartierung Versuch 3,67,100,3-4 m,3.348194,3.375138,26.9448,8047.57
Kartierung Versuch 3,67,101,2-3 m,2.886243,2.911676,25.4329,8811.76
Kartierung Versuch 3,67,102,2-3 m,2.484029,2.504421,20.3916,8209.10
Kartierung Versuch 3,67,103,2-3 m,2.174948,2.189227,14.2787,6565.08
Kartierung Versuch 3,67,104,3-4 m,3.032227,3.056910,24.6834,8140.35
Kartierung Versuch 3,67,105,2-3 m,2.554780,2.576064,21.2846,8331.27
Kartierung Versuch 3,67,106,2-3 m,2.001724,2.016241,14.5170,7252.24
Kartierung Versuch 3,67,107,1-2 m,1.647544,1.656330,8.7863,5332.97
Kartierung Versuch 3,67,108,3-4 m,3.977235,4.005746,28.5113,7168.62
Kartierung Versuch 3,67,109,3-4 m,3.390929,3.415910,24.9804,7366.84
Kartierung Versuch 3,67,110,0-1 m,0.835703,0.841562,5.8588,7010.61
Kartierung Versuch 3,67,111,0-1 m,0.835703,0.837784,2.0811,2490.28
Kartierung Versuch 3,67,112,3-4 m,3.904152,3.929459,25.3071,6482.11
Kartierung Versuch 3,67,113,3-4 m,3.304905,3.326119,21.2131,6418.67
Kartierung Versuch 3,67,114,0-1 m,0.349857,0.351686,1.8288,5227.27
Kartierung Versuch 3,67,115,0-1 m,0.349857,0.350887,1.0302,2944.63
Kartierung Versuch 3,67,116,2-3 m,2.732471,2.745683,13.2113,4834.91
Kartierung Versuch 3,67,117,2-3 m,2.190639,2.198455,7.8159,3567.87
Kartierung Versuch 3,67,118,1-2 m,1.509603,1.513725,4.1221,2730.60
Kartierung Versuch 3,67,119,0-1 m,0.993177,0.995186,2.0092,2023.03
Kartierung Versuch 3,67,120,2-3 m,2.886243,2.900370,14.1271,4894.63
Kartierung Versuch 3,67,121,2-3 m,2.334609,2.343821,9.2123,3945.98
Kartierung Versuch 3,67,122,1-2 m,1.813946,1.820616,6.6703,3677.22
Kartierung Versuch 3,67,123,1-2 m,1.360294,1.366900,6.6061,4856.35
Kartierung Versuch 3,67,200,4-5 m,4.065394,4.096895,31.5013,7748.66
Kartierung Versuch 3,67,202,3-4 m,3.745854,3.767469,21.6147,5770.29
Kartierung Versuch 3,67,203,0-1 m,0.821842,0.824983,3.1401,3820.80
Kartierung Versuch 3,68,100,2-3 m,2.886243,2.911679,25.4359,8812.82
Kartierung Versuch 3,68,101,2-3 m,2.334609,2.358650,24.0410,10297.67
Kartierung Versuch 3,68,102,1-2 m,1.813946,1.833062,19.1160,10538.35
Kartierung Versuch 3,68,103,1-2 m,1.360294,1.372101,11.8066,8679.46
Kartierung Versuch 3,68,104,2-3 m,2.732471,2.755778,23.3066,8529.49
Kartierung Versuch 3,68,105,2-3 m,2.190639,2.210855,20.2162,9228.45
Kartierung Versuch 3,68,106,1-2 m,1.509603,1.523664,14.0612,9314.51
Kartierung Versuch 3,68,107,0-1 m,0.993177,1.001843,8.6661,8725.66
Kartierung Versuch 3,68,108,3-4 m,3.904152,3.931857,27.7049,7096.27
Kartierung Versuch 3,68,109,3-4 m,3.304905,3.328439,23.5334,7120.75
Kartierung Versuch 3,68,110,0-1 m,0.349857,0.352675,2.8180,8054.68
Kartierung Versuch 3,68,111,0-1 m,0.349857,0.351649,1.7918,5121.56
Kartierung Versuch 3,68,112,3-4 m,3.977235,4.003111,25.8756,6505.93
Kartierung Versuch 3,68,113,3-4 m,3.390929,3.412333,21.4035,6311.99
Kartierung Versuch 3,68,114,0-1 m,0.835703,0.840047,4.3436,5197.52
Kartierung Versuch 3,68,115,0-1 m,0.835703,0.841144,5.4409,6510.60
Kartierung Versuch 3,68,116,3-4 m,3.032227,3.047985,15.7585,5196.99
Kartierung Versuch 3,68,117,2-3 m,2.554780,2.566347,11.5675,4527.79
Kartierung Versuch 3,68,118,2-3 m,2.001724,2.011272,9.5478,4769.77
Kartierung Versuch 3,68,119,1-2 m,1.647544,1.656114,8.5708,5202.16
Kartierung Versuch 3,68,120,3-4 m,3.348194,3.366483,18.2891,5462.37
Kartierung Versuch 3,68,121,2-3 m,2.886243,2.901154,14.9112,5166.30
Kartierung Versuch 3,68,122,2-3 m,2.484029,2.497536,13.5068,5437.46
Kartierung Versuch 3,68,123,2-3 m,2.174948,2.188542,13.5937,6250.13
Kartierung Versuch 3,68,200,3-4 m,3.745854,3.777306,31.4513,8396.30
Kartierung Versuch 3,68,202,4-5 m,4.065394,4.088957,23.5637,5796.16
Kartierung Versuch 3,68,203,1-2 m,1.780850,1.789483,8.6335,4847.94
Kartierung Versuch 3,100,101,0-1 m,0.600000,0.601339,1.3393,2232.10
Kartierung Versuch 3,100,102,1-2 m,1.200000,1.205276,5.2756,4396.34
Kartierung Versuch 3,100,103,1-2 m,1.800000,1.811690,11.6902,6494.58
Kartierung Versuch 3,100,104,0-1 m,0.600000,0.602355,2.3547,3924.43
Kartierung Versuch 3,100,105,0-1 m,0.813941,0.819770,5.8295,7162.03
Kartierung Versuch 3,100,106,1-2 m,1.386542,1.398393,11.8509,8547.12
Kartierung Versuch 3,100,107,1-2 m,1.897367,1.913611,16.2444,8561.54
Kartierung Versuch 3,100,108,1-2 m,1.697056,1.702583,5.5263,3256.40
Kartierung Versuch 3,100,109,1-2 m,1.341641,1.343974,2.3328,1738.73
Kartierung Versuch 3,100,110,2-3 m,2.683282,2.705800,22.5183,8392.09
Kartierung Versuch 3,100,111,3-4 m,3.231099,3.257758,26.6592,8250.82
Kartierung Versuch 3,100,112,2-3 m,2.163331,2.172873,9.5422,4410.90
Kartierung Versuch 3,100,113,1-2 m,1.897367,1.905191,7.8249,4124.07
Kartierung Versuch 3,100,114,3-4 m,3.000000,3.025006,25.0056,8335.18
Kartierung Versuch 3,100,115,3-4 m,3.498571,3.526716,28.1444,8044.55
Kartierung Versuch 3,100,116,2-3 m,2.400000,2.415622,15.6218,6509.08
Kartierung Versuch 3,100,117,2-3 m,2.462214,2.482213,19.9988,8122.28
Kartierung Versuch 3,100,118,2-3 m,2.706012,2.731239,25.2268,9322.50
Kartierung Versuch 3,100,119,3-4 m,3.000000,3.027778,27.7776,9259.21
Kartierung Versuch 3,100,120,3-4 m,3.000000,3.021245,21.2454,7081.80
Kartierung Versuch 3,100,121,3-4 m,3.059412,3.085259,25.8477,8448.58
Kartierung Versuch 3,100,122,3-4 m,3.231099,3.260776,29.6775,9184.96
Kartierung Versuch 3,100,123,3-4 m,3.498571,3.530343,31.7721,9081.44
Kartierung Versuch 3,100,200,0-1 m,0.975718,0.983942,8.2245,8429.17
Kartierung Versuch 3,100,202,2-3 m,2.958382,2.972765,14.3830,4861.78
Kartierung Versuch 3,100,203,3-4 m,3.928107,3.958488,30.3809,7734.24
Kartierung Versuch 3,101,102,0-1 m,0.600000,0.603938,3.9378,6562.92
Kartierung Versuch 3,101,103,1-2 m,1.200000,1.210353,10.3525,8627.10
Kartierung Versuch 3,101,104,0-1 m,0.848528,0.850123,1.5953,1880.05
Kartierung Versuch 3,101,105,0-1 m,0.602080,0.605747,3.6673,6091.12
Kartierung Versuch 3,101,106,0-1 m,0.884590,0.895495,10.9048,12327.50
Kartierung Versuch 3,101,107,1-2 m,1.341641,1.357148,15.5076,11558.66
Kartierung Versuch 3,101,108,2-3 m,2.163331,2.169831,6.5001,3004.67
Kartierung Versuch 3,101,109,1-2 m,1.697056,1.699749,2.6930,1586.85
Kartierung Versuch 3,101,110,2-3 m,2.163331,2.184325,20.9947,9704.80
Kartierung Versuch 3,101,111,2-3 m,2.683282,2.708816,25.5343,9516.06
Kartierung Versuch 3,101,112,2-3 m,2.545584,2.555073,9.4884,3727.38
Kartierung Versuch 3,101,113,2-3 m,2.163331,2.170284,6.9532,3214.12
Kartierung Versuch 3,101,114,2-3 m,2.545584,2.568871,23.2861,9147.65
Kartierung Versuch 3,101,115,3-4 m,3.000000,3.026838,26.8384,8946.13
Kartierung Versuch 3,101,116,2-3 m,2.473863,2.486863,12.9999,5254.90
Kartierung Versuch 3,101,117,2-3 m,2.400521,2.417083,16.5621,6899.36
Kartierung Versuch 3,101,118,2-3 m,2.486463,2.508697,22.2336,8941.84
Kartierung Versuch 3,101,119,2-3 m,2.683282,2.708629,25.3478,9446.55
Kartierung Versuch 3,101,120,3-4 m,3.059412,3.078345,18.9333,6188.56
Kartierung Versuch 3,101,121,3-4 m,3.000000,3.022870,22.8698,7623.25
Kartierung Versuch 3,101,122,3-4 m,3.059412,3.086241,26.8293,8769.43
Kartierung Versuch 3,101,123,3-4 m,3.231099,3.260616,29.5168,9135.21
Kartierung Versuch 3,101,200,1-2 m,1.567809,1.577080,9.2709,5913.29
Kartierung Versuch 3,101,202,3-4 m,3.202815,3.216445,13.6294,4255.44
Kartierung Versuch 3,101,203,3-4 m,3.533274,3.561761,28.4870,8062.50
Kartierung Versuch 3,102,103,0-1 m,0.600000,0.606415,6.4148,10691.36
Kartierung Versuch 3,102,104,1-2 m,1.341641,1.345298,3.6571,2725.87
Kartierung Versuch 3,102,105,0-1 m,0.884590,0.886678,2.0873,2359.66
Kartierung Versuch 3,102,106,0-1 m,0.602080,0.607460,5.3800,8935.71
Kartierung Versuch 3,102,107,0-1 m,0.848528,0.859999,11.4712,13518.97
Kartierung Versuch 3,102,108,2-3 m,2.683282,2.692362,9.0809,3384.26
Kartierung Versuch 3,102,109,2-3 m,2.163331,2.167988,4.6568,2152.62
Kartierung Versuch 3,102,110,1-2 m,1.697056,1.712787,15.7310,9269.55
Kartierung Versuch 3,102,111,2-3 m,2.163331,2.184416,21.0853,9746.69
Kartierung Versuch 3,102,112,3-4 m,3.000000,3.010720,10.7204,3573.48
Kartierung Versuch 3,102,113,2-3 m,2.545584,2.552724,7.1395,2804.65
Kartierung Versuch 3,102,114,2-3 m,2.163331,2.181223,17.8922,8270.65
Kartierung Versuch 3,102,115,2-3 m,2.545584,2.567654,22.0693,8669.65
Kartierung Versuch 3,102,116,2-3 m,2.683282,2.693370,10.0882,3759.64
Kartierung Versuch 3,102,117,2-3 m,2.486463,2.498159,11.6956,4703.71
Kartierung Versuch 3,102,118,2-3 m,2.400521,2.416898,16.3776,6822.52
Kartierung Versuch 3,102,119,2-3 m,2.473863,2.493388,19.5244,7892.27
Kartierung Versuch 3,102,120,3-4 m,3.231099,3.246959,15.8600,4908.54
Kartierung Versuch 3,102,121,3-4 m,3.059412,3.077621,18.2095,5951.97
Kartierung Versuch 3,102,122,3-4 m,3.000000,3.021434,21.4336,7144.54
Kartierung Versuch 3,102,123,3-4 m,3.059412,3.083624,24.2126,7914.15
Kartierung Versuch 3,102,200,2-3 m,2.164261,2.177138,12.8772,5949.94
Kartierung Versuch 3,102,202,3-4 m,3.533274,3.546507,13.2333,3745.32
Kartierung Versuch 3,102,203,3-4 m,3.202815,3.226032,23.2164,7248.74
Kartierung Versuch 3,103,104,1-2 m,1.897367,1.906778,9.4115,4960.28
Kartierung Versuch 3,103,105,1-2 m,1.386542,1.393408,6.8653,4951.38
Kartierung Versuch 3,103,106,0-1 m,0.813941,0.817758,3.8174,4690.08
Kartierung Versuch 3,103,107,0-1 m,0.600000,0.605993,5.9927,9987.87
Kartierung Versuch 3,103,108,3-4 m,3.231099,3.245722,14.6233,4525.79
Kartierung Versuch 3,103,109,2-3 m,2.683282,2.693222,9.9405,3704.60
Kartierung Versuch 3,103,110,1-2 m,1.341641,1.350292,8.6509,6447.98
Kartierung Versuch 3,103,111,1-2 m,1.697056,1.711713,14.6571,8636.80
Kartierung Versuch 3,103,112,3-4 m,3.498571,3.513706,15.1353,4326.13
Kartierung Versuch 3,103,113,3-4 m,3.000000,3.010868,10.8678,3622.61
Kartierung Versuch 3,103,114,1-2 m,1.897367,1.908944,11.5770,6101.61
Kartierung Versuch 3,103,115,2-3 m,2.163331,2.179140,15.8093,7307.84
Kartierung Versuch 3,103,116,3-4 m,3.000000,3.010657,10.6571,3552.37
Kartierung Versuch 3,103,117,2-3 m,2.706012,2.715993,9.9811,3688.48
Kartierung Versuch 3,103,118,2-3 m,2.462214,2.474481,12.2666,4981.93
Kartierung Versuch 3,103,119,2-3 m,2.400000,2.414203,14.2026,5917.73
Kartierung Versuch 3,103,120,3-4 m,3.498571,3.514221,15.6503,4473.34
Kartierung Versuch 3,103,121,3-4 m,3.231099,3.247035,15.9360,4932.07
Kartierung Versuch 3,103,122,3-4 m,3.059412,3.076965,17.5538,5737.63
Kartierung Versuch 3,103,123,3-4 m,3.000000,3.019496,19.4964,6498.79
Kartierung Versuch 3,103,200,2-3 m,2.762250,2.781374,19.1241,6923.38
Kartierung Versuch 3,103,202,3-4 m,3.928107,3.943986,15.8791,4042.43
Kartierung Versuch 3,103,203,2-3 m,2.958382,2.975739,17.3570,5867.07
Kartierung Versuch 3,104,105,0-1 m,0.550000,0.552912,2.9121,5294.75
Kartierung Versuch 3,104,106,1-2 m,1.250000,1.258425,8.4252,6740.19
Kartierung Versuch 3,104,107,1-2 m,1.800000,1.812579,12.5793,6988.51
Kartierung Versuch 3,104,108,1-2 m,1.341641,1.347065,5.4238,4042.66
Kartierung Versuch 3,104,109,0-1 m,0.848528,0.849627,1.0992,1295.45
Kartierung Versuch 3,104,110,2-3 m,2.473863,2.494296,20.4321,8259.21
Kartierung Versuch 3,104,111,3-4 m,3.059412,3.083393,23.9814,7838.56
Kartierung Versuch 3,104,112,1-2 m,1.697056,1.704949,7.8931,4651.05
Kartierung Versuch 3,104,113,1-2 m,1.341641,1.347204,5.5634,4146.71
Kartierung Versuch 3,104,114,2-3 m,2.683282,2.706209,22.9270,8544.39
Kartierung Versuch 3,104,115,3-4 m,3.231099,3.256809,25.7102,7957.12
Kartierung Versuch 3,104,116,1-2 m,1.800000,1.813269,13.2685,7371.40
Kartierung Versuch 3,104,117,1-2 m,1.882153,1.900269,18.1161,9625.20
Kartierung Versuch 3,104,118,2-3 m,2.191461,2.214953,23.4920,10719.81
Kartierung Versuch 3,104,119,2-3 m,2.545584,2.571500,25.9158,10180.70
Kartierung Versuch 3,104,120,2-3 m,2.400000,2.418891,18.8913,7871.39
Kartierung Versuch 3,104,121,2-3 m,2.473863,2.497652,23.7882,9615.79
Kartierung Versuch 3,104,122,2-3 m,2.683282,2.711064,27.7824,10353.89
Kartierung Versuch 3,104,123,3-4 m,3.000000,3.029735,29.7349,9911.62
Kartierung Versuch 3,104,200,1-2 m,1.035386,1.042559,7.1730,6927.82
Kartierung Versuch 3,104,202,2-3 m,2.398338,2.410551,12.2127,5092.16
Kartierung Versuch 3,104,203,3-4 m,3.525624,3.554040,28.4161,8059.89
Kartierung Versuch 3,105,106,0-1 m,0.700000,0.705513,5.5134,7876.28
Kartierung Versuch 3,105,107,1-2 m,1.250000,1.259668,9.6676,7734.09
Kartierung Versuch 3,105,108,1-2 m,1.850000,1.857733,7.7325,4179.76
Kartierung Versuch 3,105,109,1-2 m,1.297112,1.300181,3.0689,2365.98
Kartierung Versuch 3,105,110,1-2 m,1.944865,1.962071,17.2059,8846.81
Kartierung Versuch 3,105,111,2-3 m,2.522400,2.543362,20.9627,8310.63
Kartierung Versuch 3,105,112,2-3 m,2.121910,2.130579,8.6699,4085.92
Kartierung Versuch 3,105,113,1-2 m,1.662077,1.667141,5.0637,3046.63
Kartierung Versuch 3,105,114,2-3 m,2.205108,2.224526,19.4182,8805.99
Kartierung Versuch 3,105,115,2-3 m,2.728095,2.750579,22.4839,8241.63
Kartierung Versuch 3,105,116,1-2 m,1.882153,1.891614,9.4607,5026.51
Kartierung Versuch 3,105,117,1-2 m,1.800000,1.812940,12.9400,7188.89
Kartierung Versuch 3,105,118,1-2 m,1.931321,1.950114,18.7932,9730.77
Kartierung Versuch 3,105,119,2-3 m,2.191461,2.213236,21.7750,9936.32
Kartierung Versuch 3,105,120,2-3 m,2.462214,2.477599,15.3847,6248.33
Kartierung Versuch 3,105,121,2-3 m,2.400521,2.419730,19.2090,8002.02
Kartierung Versuch 3,105,122,2-3 m,2.486463,2.509686,23.2230,9339.77
Kartierung Versuch 3,105,123,2-3 m,2.706012,2.731726,25.7138,9502.49
Kartierung Versuch 3,105,200,1-2 m,1.557249,1.568341,11.0923,7123.02
Kartierung Versuch 3,105,202,2-3 m,2.665525,2.676816,11.2912,4236.02
Kartierung Versuch 3,105,203,3-4 m,3.114807,3.139405,24.5974,7896.94
Kartierung Versuch 3,106,107,0-1 m,0.550000,0.554154,4.1542,7553.15
Kartierung Versuch 3,106,108,2-3 m,2.522400,2.534987,12.5876,4990.32
Kartierung Versuch 3,106,109,1-2 m,1.944865,1.952722,7.8572,4039.97
Kartierung Versuch 3,106,110,1-2 m,1.297112,1.307692,10.5800,8156.57
Kartierung Versuch 3,106,111,1-2 m,1.850000,1.864980,14.9801,8097.34
Kartierung Versuch 3,106,112,2-3 m,2.728095,2.740080,11.9859,4393.49
Kartierung Versuch 3,106,113,2-3 m,2.205108,2.212583,7.4749,3389.79
Kartierung Versuch 3,106,114,1-2 m,1.662077,1.674387,12.3097,7406.23
Kartierung Versuch 3,106,115,2-3 m,2.121910,2.137950,16.0407,7559.57
Kartierung Versuch 3,106,116,2-3 m,2.191461,2.198419,6.9583,3175.18
Kartierung Versuch 3,106,117,1-2 m,1.931321,1.938416,7.0955,3673.91
Kartierung Versuch 3,106,118,1-2 m,1.800000,1.811052,11.0518,6139.91
Kartierung Versuch 3,106,119,1-2 m,1.882153,1.896202,14.0488,7464.22
Kartierung Versuch 3,106,120,2-3 m,2.706012,2.718207,12.1952,4506.69
Kartierung Versuch 3,106,121,2-3 m,2.486463,2.499904,13.4406,5405.50
Kartierung Versuch 3,106,122,2-3 m,2.400521,2.416686,16.1655,6734.14
Kartierung Versuch 3,106,123,2-3 m,2.462214,2.480895,18.6807,7586.96
Kartierung Versuch 3,106,200,2-3 m,2.240988,2.258297,17.3090,7723.83
Kartierung Versuch 3,106,202,3-4 m,3.114807,3.126903,12.0961,3883.41
Kartierung Versuch 3,106,203,2-3 m,2.665525,2.682963,17.4377,6541.94
Kartierung Versuch 3,107,108,3-4 m,3.059412,3.075829,16.4172,5366.14
Kartierung Versuch 3,107,109,2-3 m,2.473863,2.485601,11.7372,4744.49
Kartierung Versuch 3,107,110,0-1 m,0.848528,0.852795,4.2664,5028.06
Kartierung Versuch 3,107,111,1-2 m,1.341641,1.351672,10.0313,7476.91
Kartierung Versuch 3,107,112,3-4 m,3.231099,3.246138,15.0392,4654.52
Kartierung Versuch 3,107,113,2-3 m,2.683282,2.693563,10.2814,3831.65
Kartierung Versuch 3,107,114,1-2 m,1.341641,1.347737,6.0961,4543.77
Kartierung Versuch 3,107,115,1-2 m,1.697056,1.707655,10.5988,6245.38
Kartierung Versuch 3,107,116,2-3 m,2.545584,2.552654,7.0698,2777.28
Kartierung Versuch 3,107,117,2-3 m,2.191461,2.196485,5.0240,2292.56
Kartierung Versuch 3,107,118,1-2 m,1.882153,1.888505,6.3517,3374.67
Kartierung Versuch 3,107,119,1-2 m,1.800000,1.808210,8.2101,4561.17
Kartierung Versuch 3,107,120,3-4 m,3.000000,3.011268,11.2676,3755.86
Kartierung Versuch 3,107,121,2-3 m,2.683282,2.693783,10.5009,3913.47
Kartierung Versuch 3,107,122,2-3 m,2.473863,2.485487,11.6241,4698.75
Kartierung Versuch 3,107,123,2-3 m,2.400000,2.413504,13.5037,5626.52
Kartierung Versuch 3,107,200,2-3 m,2.783887,2.805688,21.8014,7831.29
Kartierung Versuch 3,107,202,3-4 m,3.525624,3.539280,13.6563,3873.45
Kartierung Versuch 3,107,203,2-3 m,2.398338,2.409997,11.6590,4861.29
Kartierung Versuch 3,108,109,0-1 m,0.600000,0.604066,4.0663,6777.15
Kartierung Versuch 3,108,110,3-4 m,3.600000,3.624790,24.7900,6886.11
Kartierung Versuch 3,108,111,4-5 m,4.200000,4.227806,27.8061,6620.49
Kartierung Versuch 3,108,112,0-1 m,0.600000,0.606221,6.2214,10369.00
Kartierung Versuch 3,108,113,0-1 m,0.848528,0.856411,7.8828,9289.98
Kartierung Versuch 3,108,114,3-4 m,3.649658,3.676644,26.9864,7394.22
Kartierung Versuch 3,108,115,4-5 m,4.242641,4.272090,29.4491,6941.21
Kartierung Versuch 3,108,116,1-2 m,1.697056,1.715179,18.1224,10678.70
Kartierung Versuch 3,108,117,2-3 m,2.121910,2.145456,23.5469,11097.04
Kartierung Versuch 3,108,118,2-3 m,2.728095,2.755780,27.6859,10148.43
Kartierung Versuch 3,108,119,3-4 m,3.231099,3.260901,29.8021,9223.51
Kartierung Versuch 3,108,120,2-3 m,2.163331,2.185888,22.5575,10427.20
Kartierung Versuch 3,108,121,2-3 m,2.545584,2.573953,28.3689,11144.36
Kartierung Versuch 3,108,122,3-4 m,3.000000,3.031966,31.9657,10655.25
Kartierung Versuch 3,108,123,3-4 m,3.498571,3.531808,33.2364,9499.99
Kartierung Versuch 3,108,200,1-2 m,1.029575,1.027905,-1.6704,-1622.42
Kartierung Versuch 3,108,202,1-2 m,1.618649,1.631065,12.4157,7670.39
Kartierung Versuch 3,108,203,4-5 m,4.266383,4.299080,32.6966,7663.78
Kartierung Versuch 3,109,110,3-4 m,3.000000,3.020728,20.7277,6909.24
Kartierung Versuch 3,109,111,3-4 m,3.600000,3.623745,23.7453,6595.91
Kartierung Versuch 3,109,112,0-1 m,0.848528,0.855328,6.7994,8013.19
Kartierung Versuch 3,109,113,0-1 m,0.600000,0.606285,6.2853,10475.55
Kartierung Versuch 3,109,114,3-4 m,3.059412,3.082768,23.3560,7634.16
Kartierung Versuch 3,109,115,3-4 m,3.649658,3.675433,25.7757,7062.49
Kartierung Versuch 3,109,116,1-2 m,1.341641,1.357609,15.9687,11902.35
Kartierung Versuch 3,109,117,1-2 m,1.662077,1.683113,21.0359,12656.41
Kartierung Versuch 3,109,118,2-3 m,2.205108,2.230104,24.9964,11335.67
Kartierung Versuch 3,109,119,2-3 m,2.683282,2.710136,26.8549,10008.22
Kartierung Versuch 3,109,120,1-2 m,1.897367,1.918318,20.9518,11042.58
Kartierung Versuch 3,109,121,2-3 m,2.163331,2.189613,26.2819,12148.79
Kartierung Versuch 3,109,122,2-3 m,2.545584,2.575266,29.6818,11660.11
Kartierung Versuch 3,109,123,3-4 m,3.000000,3.030781,30.7808,10260.27
Kartierung Versuch 3,109,200,1-2 m,1.061143,1.061728,0.5851,551.34
Kartierung Versuch 3,109,202,1-2 m,1.638910,1.651314,12.4048,7568.92
Kartierung Versuch 3,109,203,3-4 m,3.716991,3.746536,29.5442,7948.41
Kartierung Versuch 3,110,111,0-1 m,0.600000,0.603021,3.0212,5035.26
Kartierung Versuch 3,110,112,3-4 m,3.649658,3.672485,22.8276,6254.71
Kartierung Versuch 3,110,113,3-4 m,3.059412,3.077824,18.4120,6018.14
Kartierung Versuch 3,110,114,0-1 m,0.600000,0.603673,3.6732,6121.94
Kartierung Versuch 3,110,115,0-1 m,0.848528,0.854875,6.3465,7479.38
Kartierung Versuch 3,110,116,2-3 m,2.683282,2.696123,12.8412,4785.64
Kartierung Versuch 3,110,117,2-3 m,2.205108,2.213927,8.8194,3999.54
Kartierung Versuch 3,110,118,1-2 m,1.662077,1.669474,7.3974,4450.67
Kartierung Versuch 3,110,119,1-2 m,1.341641,1.349007,7.3661,5490.37
Kartierung Versuch 3,110,120,3-4 m,3.000000,3.015664,15.6639,5221.30
Kartierung Versuch 3,110,121,2-3 m,2.545584,2.558283,12.6989,4988.58
Kartierung Versuch 3,110,122,2-3 m,2.163331,2.175310,11.9797,5537.62
Kartierung Versuch 3,110,123,1-2 m,1.897367,1.910257,12.8909,6794.08
Kartierung Versuch 3,110,200,3-4 m,3.500861,3.529052,28.1909,8052.57
Kartierung Versuch 3,110,202,3-4 m,3.716991,3.737643,20.6512,5555.90
Kartierung Versuch 3,110,203,1-2 m,1.638910,1.648193,9.2837,5664.54
Kartierung Versuch 3,111,112,4-5 m,4.242641,4.268009,25.3682,5979.34
Kartierung Versuch 3,111,113,3-4 m,3.649658,3.670572,20.9143,5730.48
Kartierung Versuch 3,111,114,0-1 m,0.848528,0.849976,1.4474,1705.81
Kartierung Versuch 3,111,115,0-1 m,0.600000,0.602007,2.0067,3344.53
Kartierung Versuch 3,111,116,3-4 m,3.231099,3.245289,14.1901,4391.72
Kartierung Versuch 3,111,117,2-3 m,2.728095,2.737531,9.4363,3458.92
Kartierung Versuch 3,111,118,2-3 m,2.121910,2.128467,6.5577,3090.48
Kartierung Versuch 3,111,119,1-2 m,1.697056,1.701923,4.8666,2867.66
Kartierung Versuch 3,111,120,3-4 m,3.498571,3.514535,15.9635,4562.85
Kartierung Versuch 3,111,121,3-4 m,3.000000,3.011832,11.8317,3943.90
Kartierung Versuch 3,111,122,2-3 m,2.545584,2.555303,9.7187,3817.85
Kartierung Versuch 3,111,123,2-3 m,2.163331,2.172727,9.3960,4343.32
Kartierung Versuch 3,111,200,4-5 m,4.079464,4.111581,32.1167,7872.78
Kartierung Versuch 3,111,202,4-5 m,4.266383,4.288615,22.2319,5210.94
Kartierung Versuch 3,111,203,1-2 m,1.618649,1.623152,4.5027,2781.74
Kartierung Versuch 3,112,113,0-1 m,0.600000,0.604188,4.1875,6979.23
Kartierung Versuch 3,112,114,3-4 m,3.600000,3.624063,24.0634,6684.28
